client_no,age,gender,edu,marital,card_type
4342,45,M,Unknown,Married,Blue
4343,43,M,High School,Single,Blue
4344,52,M,Graduate,Married,Blue
4345,34,M,Uneducated,Married,Blue
4346,33,M,High School,Single,Blue
4347,49,F,Graduate,Unknown,Blue
4348,60,F,College,Divorced,Blue
4349,47,F,Graduate,Married,Blue
4350,30,M,Unknown,Single,Blue
4351,56,F,Uneducated,Single,Blue
4352,43,F,Uneducated,Single,Blue
4353,39,F,High School,Single,Blue
4354,41,F,High School,Married,Blue
4355,43,F,Graduate,Married,Blue
4356,38,M,Graduate,Single,Blue
4357,46,F,Unknown,Single,Blue
4358,38,M,Unknown,Divorced,Blue
4359,48,F,High School,Married,Blue
4360,40,M,High School,Married,Blue
4361,45,F,Uneducated,Unknown,Blue
4362,51,M,College,Single,Blue
4363,41,M,Doctorate,Married,Blue
4364,32,M,Graduate,Married,Blue
4365,45,F,High School,Single,Silver
4366,34,F,Graduate,Married,Blue
4367,46,F,Unknown,Unknown,Blue
4368,55,F,Graduate,Married,Blue
4369,42,F,Uneducated,Married,Blue
4370,32,M,Graduate,Married,Blue
4371,48,F,Graduate,Married,Blue
4372,54,F,Uneducated,Married,Blue
4373,56,F,Unknown,Married,Blue
4374,36,F,Unknown,Single,Blue
4375,47,M,Unknown,Single,Blue
4376,35,F,Graduate,Married,Blue
4377,40,F,High School,Single,Gold
4378,36,F,High School,Single,Blue
4379,55,F,College,Single,Silver
4380,60,M,High School,Married,Blue
4381,51,M,Unknown,Married,Blue
4382,47,F,Uneducated,Married,Silver
4383,47,M,Doctorate,Single,Blue
4384,32,F,Graduate,Married,Blue
4385,44,F,Uneducated,Single,Blue
4386,51,F,Unknown,Single,Blue
4387,48,F,Post-Graduate,Married,Blue
4388,54,M,Unknown,Single,Blue
4389,43,F,Unknown,Married,Blue
4390,45,M,Graduate,Unknown,Blue
4391,42,F,Uneducated,Single,Blue
4392,43,M,High School,Married,Blue
4393,45,M,Uneducated,Single,Blue
4394,38,F,Graduate,Single,Blue
4395,48,F,Unknown,Married,Blue
4396,44,M,Graduate,Single,Blue
4397,46,F,Graduate,Married,Blue
4398,43,F,Unknown,Unknown,Blue
4399,45,F,High School,Married,Blue
4400,48,M,Graduate,Married,Blue
4401,37,F,Uneducated,Single,Blue
4402,45,F,Uneducated,Divorced,Blue
4403,49,F,Graduate,Unknown,Blue
4404,49,F,Doctorate,Married,Blue
4405,48,M,Graduate,Single,Blue
4406,36,F,Graduate,Single,Blue
4407,44,F,High School,Married,Blue
4408,50,F,Doctorate,Single,Blue
4409,46,M,Graduate,Married,Blue
4410,39,F,High School,Married,Blue
4411,51,F,Graduate,Divorced,Blue
4412,45,M,Graduate,Married,Blue
4413,52,M,Post-Graduate,Married,Blue
4414,48,F,College,Divorced,Blue
4415,42,M,Doctorate,Married,Blue
4416,43,F,Uneducated,Single,Blue
4417,51,F,High School,Single,Blue
4418,43,M,Unknown,Married,Blue
4419,50,F,College,Married,Blue
4420,52,M,College,Married,Blue
4421,42,M,Uneducated,Single,Blue
4422,39,M,Graduate,Married,Blue
4423,39,M,Graduate,Married,Blue
4424,45,F,Uneducated,Married,Blue
4425,47,F,High School,Single,Blue
4426,40,F,Uneducated,Married,Blue
4427,50,F,Doctorate,Single,Blue
4428,30,F,Graduate,Married,Blue
4429,47,F,High School,Single,Blue
4430,53,F,Graduate,Single,Blue
4431,37,M,Doctorate,Single,Blue
4432,41,F,Graduate,Married,Blue
4433,47,F,Graduate,Married,Blue
4434,33,M,College,Married,Blue
4435,50,M,Post-Graduate,Divorced,Blue
4436,54,F,Doctorate,Unknown,Blue
4437,45,F,High School,Divorced,Silver
4438,50,F,College,Unknown,Blue
4439,39,F,Unknown,Married,Blue
4440,53,M,High School,Married,Blue
4441,63,M,Uneducated,Single,Blue
4442,56,F,College,Married,Blue
4443,51,M,High School,Married,Blue
4444,48,F,Graduate,Unknown,Blue
4445,52,F,High School,Single,Blue
4446,56,M,High School,Single,Blue
4447,40,M,Uneducated,Single,Blue
4448,47,F,Unknown,Married,Blue
4449,49,F,Graduate,Married,Blue
4450,55,F,Post-Graduate,Married,Blue
4451,33,F,Graduate,Single,Blue
4452,41,M,Uneducated,Married,Blue
4453,55,M,High School,Divorced,Blue
4454,65,F,High School,Single,Blue
4455,35,F,College,Married,Blue
4456,51,F,High School,Single,Blue
4457,49,M,College,Single,Gold
4458,61,F,High School,Married,Blue
4459,50,F,High School,Single,Blue
4460,38,F,High School,Single,Silver
4461,32,M,High School,Single,Blue
4462,56,M,Unknown,Married,Blue
4463,32,F,Graduate,Single,Blue
4464,51,F,Graduate,Divorced,Blue
4465,41,M,Uneducated,Single,Blue
4466,58,M,High School,Married,Blue
4467,56,M,High School,Married,Blue
4468,49,F,Graduate,Single,Blue
4469,38,F,Unknown,Single,Blue
4470,39,M,Graduate,Single,Blue
4471,51,M,Graduate,Single,Blue
4472,55,F,College,Single,Blue
4473,41,F,Graduate,Married,Blue
4474,55,M,Graduate,Single,Silver
4475,47,M,Unknown,Unknown,Blue
4476,58,F,Graduate,Married,Blue
4477,55,M,Unknown,Single,Blue
4478,48,M,High School,Single,Blue
4479,38,M,High School,Single,Blue
4480,43,F,Post-Graduate,Married,Blue
4481,45,M,Graduate,Single,Blue
4482,55,F,Unknown,Single,Blue
4483,57,F,High School,Married,Blue
4484,51,M,Graduate,Single,Blue
4485,39,F,High School,Single,Blue
4486,51,F,High School,Single,Blue
4487,52,F,Doctorate,Single,Blue
4488,38,M,High School,Single,Blue
4489,60,F,Unknown,Single,Blue
4490,54,F,College,Single,Blue
4491,41,F,Doctorate,Married,Blue
4492,52,M,High School,Divorced,Blue
4493,38,F,High School,Married,Blue
4494,59,F,Post-Graduate,Married,Blue
4495,51,F,High School,Married,Blue
4496,39,F,Graduate,Married,Blue
4497,46,F,High School,Single,Blue
4498,31,M,College,Single,Blue
4499,42,M,Uneducated,Married,Blue
4500,49,F,College,Married,Blue
4501,61,F,High School,Single,Blue
4502,51,M,Unknown,Single,Blue
4503,44,F,Unknown,Married,Blue
4504,50,M,Doctorate,Married,Blue
4505,62,F,Uneducated,Unknown,Silver
4506,54,M,Graduate,Married,Blue
4507,34,F,Uneducated,Unknown,Blue
4508,48,M,High School,Married,Blue
4509,53,M,Post-Graduate,Single,Blue
4510,41,M,Graduate,Single,Blue
4511,58,M,Unknown,Single,Blue
4512,55,F,Uneducated,Single,Blue
4513,59,M,Uneducated,Single,Blue
4514,37,F,Post-Graduate,Single,Blue
4515,49,M,High School,Married,Blue
4516,48,F,College,Single,Blue
4517,52,F,Post-Graduate,Married,Blue
4518,47,F,High School,Married,Blue
4519,44,F,High School,Married,Blue
4520,42,F,High School,Married,Blue
4521,47,F,Graduate,Married,Blue
4522,43,F,Unknown,Single,Blue
4523,33,F,High School,Married,Blue
4524,38,F,Graduate,Single,Blue
4525,54,M,High School,Single,Blue
4526,44,F,Uneducated,Single,Blue
4527,59,F,Uneducated,Married,Blue
4528,45,F,Unknown,Married,Blue
4529,34,F,Unknown,Married,Blue
4530,38,F,Graduate,Single,Blue
4531,43,M,High School,Married,Blue
4532,43,F,Graduate,Divorced,Blue
4533,37,M,Post-Graduate,Married,Blue
4534,40,M,High School,Single,Blue
4535,46,M,Uneducated,Single,Blue
4536,37,F,Unknown,Single,Blue
4537,50,F,Doctorate,Single,Blue
4538,40,F,Unknown,Single,Blue
4539,57,M,Unknown,Married,Blue
4540,48,F,Graduate,Married,Blue
4541,33,M,Graduate,Married,Blue
4542,39,M,Uneducated,Single,Blue
4543,48,M,Graduate,Single,Blue
4544,40,M,Post-Graduate,Single,Blue
4545,43,M,Graduate,Married,Blue
4546,43,M,College,Married,Blue
4547,26,M,College,Single,Blue
4548,53,F,Unknown,Married,Blue
4549,26,F,High School,Single,Blue
4550,41,M,Uneducated,Divorced,Blue
4551,52,M,Doctorate,Married,Blue
4552,48,M,Graduate,Married,Blue
4553,30,F,Uneducated,Married,Blue
4554,44,F,Uneducated,Married,Blue
4555,61,M,Graduate,Married,Blue
4556,60,M,Graduate,Married,Blue
4557,39,F,High School,Single,Blue
4558,65,M,Doctorate,Single,Blue
4559,45,F,Uneducated,Divorced,Blue
4560,39,F,Post-Graduate,Married,Blue
4561,47,F,High School,Single,Blue
4562,46,M,Graduate,Married,Blue
4563,54,F,Graduate,Married,Blue
4564,29,M,Graduate,Divorced,Blue
4565,48,M,Graduate,Married,Blue
4566,46,M,High School,Single,Blue
4567,48,M,College,Married,Blue
4568,51,M,Graduate,Married,Blue
4569,41,F,Uneducated,Single,Blue
4570,48,M,Graduate,Unknown,Gold
4571,58,F,Unknown,Married,Blue
4572,64,M,Graduate,Single,Blue
4573,49,F,Graduate,Married,Blue
4574,39,F,Graduate,Single,Blue
4575,43,F,Graduate,Single,Blue
4576,51,F,Uneducated,Married,Blue
4577,44,M,Uneducated,Single,Silver
4578,47,M,College,Married,Silver
4579,38,M,High School,Married,Blue
4580,34,F,College,Single,Blue
4581,36,F,Unknown,Married,Blue
4582,49,M,Uneducated,Single,Blue
4583,43,F,Post-Graduate,Divorced,Blue
4584,26,F,High School,Single,Blue
4585,55,F,Graduate,Single,Blue
4586,55,M,Unknown,Married,Blue
4587,45,M,Uneducated,Married,Blue
4588,62,F,Graduate,Married,Blue
4589,49,F,Uneducated,Single,Blue
4590,41,F,High School,Unknown,Blue
4591,55,F,Uneducated,Single,Blue
4592,49,F,Graduate,Divorced,Blue
4593,51,M,Unknown,Single,Blue
4594,40,F,Graduate,Single,Gold
4595,36,M,Graduate,Married,Blue
4596,49,M,Doctorate,Married,Blue
4597,45,M,Unknown,Single,Blue
4598,42,F,College,Married,Blue
4599,60,M,Post-Graduate,Single,Blue
4600,48,M,Graduate,Single,Blue
4601,42,F,Unknown,Single,Blue
4602,39,M,College,Single,Blue
4603,58,F,Uneducated,Unknown,Blue
4604,52,M,High School,Married,Blue
4605,38,M,Uneducated,Single,Blue
4606,58,F,Uneducated,Married,Blue
4607,65,F,Graduate,Single,Blue
4608,40,F,Uneducated,Single,Blue
4609,43,F,Post-Graduate,Single,Blue
4610,43,F,High School,Unknown,Blue
4611,45,M,Uneducated,Single,Blue
4612,38,F,College,Married,Blue
4613,52,M,High School,Single,Gold
4614,50,M,Uneducated,Single,Blue
4615,41,M,Unknown,Married,Blue
4616,43,F,Graduate,Divorced,Blue
4617,61,M,Uneducated,Married,Blue
4618,32,M,High School,Single,Blue
4619,58,M,College,Single,Blue
4620,46,M,High School,Married,Blue
4621,51,F,High School,Single,Blue
4622,53,F,Graduate,Married,Blue
4623,52,M,Graduate,Single,Blue
4624,45,M,Graduate,Single,Blue
4625,48,F,High School,Single,Blue
4626,43,F,Graduate,Married,Blue
4627,47,F,Graduate,Unknown,Blue
4628,47,M,Graduate,Married,Blue
4629,46,F,High School,Single,Blue
4630,40,F,Uneducated,Married,Blue
4631,40,M,Uneducated,Married,Blue
4632,41,M,Graduate,Single,Blue
4633,42,F,Unknown,Single,Blue
4634,44,F,Uneducated,Married,Blue
4635,45,M,College,Married,Blue
4636,40,F,Post-Graduate,Married,Blue
4637,49,F,Graduate,Married,Blue
4638,49,M,Graduate,Married,Blue
4639,44,F,High School,Single,Blue
4640,29,M,Post-Graduate,Divorced,Blue
4641,55,M,High School,Divorced,Blue
4642,56,M,Doctorate,Single,Blue
4643,38,M,Unknown,Married,Blue
4644,53,F,Uneducated,Single,Blue
4645,57,M,Unknown,Divorced,Blue
4646,52,M,High School,Single,Blue
4647,50,M,High School,Divorced,Blue
4648,48,M,Graduate,Unknown,Blue
4649,51,M,High School,Married,Blue
4650,41,M,Graduate,Married,Blue
4651,41,F,Graduate,Married,Blue
4652,35,F,High School,Married,Blue
4653,54,M,High School,Married,Blue
4654,46,M,Graduate,Married,Blue
4655,40,F,Unknown,Married,Blue
4656,43,F,Graduate,Single,Blue
4657,52,M,High School,Married,Blue
4658,52,M,Unknown,Divorced,Blue
4659,39,M,Uneducated,Married,Blue
4660,62,M,Uneducated,Single,Blue
4661,43,F,Post-Graduate,Single,Blue
4662,45,F,Unknown,Unknown,Blue
4663,43,F,Uneducated,Married,Blue
4664,53,M,Graduate,Married,Blue
4665,46,M,College,Single,Blue
4666,46,M,Graduate,Single,Blue
4667,36,F,Uneducated,Single,Blue
4668,56,M,Uneducated,Married,Blue
4669,53,F,College,Married,Blue
4670,45,F,Unknown,Married,Blue
4671,47,F,Doctorate,Married,Blue
4672,39,F,Doctorate,Unknown,Blue
4673,60,F,High School,Single,Blue
4674,39,M,High School,Single,Blue
4675,31,M,Graduate,Married,Blue
4676,36,M,Graduate,Married,Blue
4677,43,F,Graduate,Married,Blue
4678,50,F,Unknown,Single,Blue
4679,44,F,College,Married,Blue
4680,45,F,Graduate,Divorced,Blue
4681,40,M,Unknown,Single,Blue
4682,40,F,Graduate,Single,Blue
4683,37,M,Graduate,Divorced,Blue
4684,45,F,High School,Married,Blue
4685,44,F,High School,Single,Blue
4686,51,F,Graduate,Single,Blue
4687,60,M,Doctorate,Married,Blue
4688,29,F,Graduate,Single,Blue
4689,49,F,College,Married,Blue
4690,40,F,Post-Graduate,Married,Blue
4691,48,F,Unknown,Unknown,Blue
4692,51,M,Doctorate,Single,Blue
4693,48,M,Unknown,Married,Blue
4694,40,M,Graduate,Married,Blue
4695,37,F,High School,Married,Blue
4696,63,M,Graduate,Single,Blue
4697,37,F,Graduate,Married,Blue
4698,48,F,Uneducated,Unknown,Blue
4699,50,F,High School,Married,Blue
4700,52,F,Graduate,Unknown,Blue
4701,34,F,Graduate,Married,Blue
4702,58,F,Graduate,Single,Blue
4703,36,F,Graduate,Married,Blue
4704,62,F,Uneducated,Married,Blue
4705,49,F,Unknown,Married,Blue
4706,37,M,Graduate,Married,Blue
4707,40,F,High School,Unknown,Blue
4708,35,F,Graduate,Married,Blue
4709,50,M,Uneducated,Married,Blue
4710,43,F,High School,Divorced,Blue
4711,62,M,Uneducated,Single,Blue
4712,65,F,Unknown,Single,Blue
4713,50,F,Graduate,Single,Blue
4714,37,F,Uneducated,Single,Blue
4715,28,M,Post-Graduate,Married,Blue
4716,50,F,College,Divorced,Blue
4717,52,F,Graduate,Single,Blue
4718,56,F,High School,Single,Blue
4719,59,F,Graduate,Single,Blue
4720,44,M,Uneducated,Divorced,Blue
4721,44,F,Graduate,Married,Blue
4722,27,M,High School,Single,Blue
4723,40,F,Unknown,Married,Blue
4724,49,F,Unknown,Divorced,Blue
4725,36,M,Unknown,Married,Blue
4726,45,F,High School,Married,Blue
4727,60,F,Graduate,Single,Blue
4728,57,F,Uneducated,Single,Blue
4729,43,F,Unknown,Single,Blue
4730,36,F,Unknown,Married,Silver
4731,33,F,Graduate,Single,Blue
4732,59,M,Post-Graduate,Married,Blue
4733,39,F,Graduate,Single,Silver
4734,33,F,High School,Married,Blue
4735,51,M,High School,Married,Blue
4736,35,M,Doctorate,Single,Blue
4737,49,M,High School,Married,Blue
4738,55,M,Graduate,Married,Blue
4739,42,M,Graduate,Married,Blue
4740,53,F,College,Married,Blue
4741,40,F,Uneducated,Single,Blue
4742,46,M,Unknown,Single,Blue
4743,39,M,College,Married,Blue
4744,51,M,Graduate,Married,Blue
4745,65,F,High School,Married,Blue
4746,39,F,Uneducated,Divorced,Blue
4747,34,F,High School,Single,Blue
4748,45,F,Unknown,Single,Blue
4749,55,M,Doctorate,Single,Blue
4750,41,M,Post-Graduate,Married,Blue
4751,43,F,Graduate,Married,Blue
4752,47,F,Unknown,Single,Blue
4753,40,F,Unknown,Single,Blue
4754,35,M,Graduate,Single,Blue
4755,36,F,Graduate,Married,Blue
4756,49,F,Graduate,Married,Blue
4757,34,M,Unknown,Married,Blue
4758,29,M,Graduate,Married,Blue
4759,54,M,Post-Graduate,Single,Blue
4760,52,F,College,Married,Blue
4761,60,F,Unknown,Single,Blue
4762,43,F,Graduate,Married,Blue
4763,43,F,College,Married,Blue
4764,48,M,Graduate,Single,Blue
4765,43,F,College,Married,Silver
4766,47,M,Unknown,Unknown,Blue
4767,37,M,Uneducated,Married,Blue
4768,57,F,Graduate,Married,Blue
4769,40,M,Graduate,Single,Blue
4770,41,M,Graduate,Single,Blue
4771,53,F,Uneducated,Married,Blue
4772,53,M,Unknown,Married,Blue
4773,49,F,Unknown,Married,Blue
4774,44,F,Uneducated,Divorced,Blue
4775,37,M,College,Single,Blue
4776,61,M,Graduate,Married,Blue
4777,60,M,College,Single,Silver
4778,49,M,College,Married,Blue
4779,57,M,Unknown,Single,Blue
4780,27,F,Graduate,Single,Blue
4781,37,F,College,Married,Blue
4782,49,M,Graduate,Married,Blue
4783,52,F,Graduate,Divorced,Blue
4784,44,F,Graduate,Single,Blue
4785,53,F,High School,Married,Blue
4786,57,M,Graduate,Married,Blue
4787,38,M,Uneducated,Married,Blue
4788,55,F,Graduate,Single,Blue
4789,50,M,Doctorate,Single,Blue
4790,67,F,Graduate,Married,Blue
4791,47,F,Graduate,Single,Blue
4792,49,M,Graduate,Single,Blue
4793,54,F,Doctorate,Married,Blue
4794,48,F,Unknown,Single,Blue
4795,49,M,Uneducated,Unknown,Blue
4796,35,F,Graduate,Single,Blue
4797,38,M,Unknown,Married,Blue
4798,50,M,Uneducated,Single,Blue
4799,55,M,Unknown,Single,Blue
4800,31,F,High School,Single,Silver
4801,46,F,Graduate,Married,Blue
4802,39,M,Graduate,Married,Blue
4803,44,M,Graduate,Married,Blue
4804,47,M,Unknown,Single,Silver
4805,54,F,Uneducated,Single,Blue
4806,51,F,Doctorate,Single,Blue
4807,31,M,High School,Divorced,Blue
4808,51,F,High School,Single,Gold
4809,47,F,Uneducated,Unknown,Blue
4810,44,F,Graduate,Married,Blue
4811,33,M,Graduate,Married,Blue
4812,50,F,Unknown,Single,Blue
4813,57,M,Uneducated,Married,Blue
4814,56,M,Graduate,Single,Blue
4815,46,M,Uneducated,Single,Blue
4816,57,F,College,Married,Blue
4817,36,F,High School,Married,Blue
4818,50,F,Graduate,Married,Blue
4819,49,M,Graduate,Single,Blue
4820,40,M,Post-Graduate,Single,Blue
4821,56,F,Uneducated,Single,Blue
4822,33,M,Unknown,Married,Blue
4823,56,F,High School,Married,Blue
4824,65,M,High School,Single,Blue
4825,27,F,Graduate,Married,Blue
4826,59,M,Graduate,Single,Silver
4827,58,F,Graduate,Single,Blue
4828,46,M,High School,Married,Blue
4829,30,M,Graduate,Married,Blue
4830,49,F,High School,Divorced,Blue
4831,62,F,High School,Single,Silver
4832,49,F,Uneducated,Married,Blue
4833,60,M,Graduate,Married,Blue
4834,42,F,Doctorate,Married,Blue
4835,39,M,Uneducated,Single,Blue
4836,37,M,Graduate,Married,Blue
4837,54,F,High School,Married,Blue
4838,35,M,Uneducated,Married,Blue
4839,60,F,Uneducated,Single,Blue
4840,31,F,Post-Graduate,Single,Blue
4841,30,M,Graduate,Unknown,Blue
4842,36,F,Post-Graduate,Single,Blue
4843,43,M,Unknown,Married,Silver
4844,55,M,College,Divorced,Blue
4845,38,F,High School,Married,Blue
4846,43,M,High School,Married,Blue
4847,51,F,High School,Single,Blue
4848,42,M,Unknown,Unknown,Blue
4849,37,M,High School,Single,Blue
4850,44,F,Post-Graduate,Married,Blue
4851,50,F,High School,Single,Silver
4852,48,F,Doctorate,Single,Blue
4853,52,F,Unknown,Single,Blue
4854,38,M,Unknown,Divorced,Silver
4855,48,M,Graduate,Married,Blue
4856,51,F,High School,Married,Blue
4857,37,F,Graduate,Divorced,Blue
4858,50,F,Graduate,Married,Blue
4859,62,F,High School,Single,Blue
4860,41,M,Unknown,Single,Blue
4861,47,M,Uneducated,Single,Blue
4862,45,F,Uneducated,Divorced,Blue
4863,43,M,Uneducated,Single,Blue
4864,38,F,Graduate,Single,Blue
4865,38,F,Unknown,Married,Blue
4866,55,F,Doctorate,Married,Silver
4867,48,F,Doctorate,Married,Blue
4868,46,M,Unknown,Married,Blue
4869,45,M,Unknown,Married,Blue
4870,42,M,Unknown,Single,Blue
4871,49,F,Unknown,Single,Silver
4872,31,F,Uneducated,Divorced,Blue
4873,39,M,High School,Single,Blue
4874,55,M,High School,Single,Blue
4875,42,M,High School,Married,Blue
4876,39,M,Unknown,Married,Blue
4877,27,F,High School,Single,Blue
4878,43,M,Graduate,Divorced,Blue
4879,42,M,Post-Graduate,Single,Blue
4880,58,F,Graduate,Single,Blue
4881,34,M,Uneducated,Married,Blue
4882,35,M,Unknown,Single,Blue
4883,42,M,Uneducated,Single,Blue
4884,41,M,Doctorate,Single,Blue
4885,38,M,College,Married,Blue
4886,28,M,Graduate,Single,Blue
4887,38,M,College,Single,Blue
4888,40,M,Graduate,Married,Blue
4889,57,F,High School,Married,Blue
4890,56,F,High School,Married,Blue
4891,41,M,High School,Single,Gold
4892,52,F,College,Married,Blue
4893,40,F,Graduate,Single,Blue
4894,37,M,High School,Single,Blue
4895,48,F,High School,Divorced,Blue
4896,52,F,Post-Graduate,Married,Blue
4897,43,M,Graduate,Married,Blue
4898,51,F,High School,Single,Blue
4899,61,F,Graduate,Single,Blue
4900,44,F,Post-Graduate,Single,Blue
4901,43,F,Graduate,Married,Blue
4902,38,F,College,Married,Blue
4903,44,M,Graduate,Married,Blue
4904,63,M,Graduate,Married,Blue
4905,52,F,Unknown,Married,Blue
4906,52,F,High School,Single,Blue
4907,47,M,Graduate,Married,Silver
4908,52,M,Graduate,Married,Blue
4909,51,M,Doctorate,Single,Blue
4910,35,M,Graduate,Married,Blue
4911,39,M,Unknown,Single,Blue
4912,47,M,Doctorate,Single,Blue
4913,46,M,Graduate,Married,Blue
4914,47,F,Uneducated,Married,Gold
4915,53,F,Unknown,Married,Blue
4916,50,F,Post-Graduate,Married,Blue
4917,49,F,Graduate,Married,Blue
4918,36,M,Unknown,Unknown,Blue
4919,43,M,Uneducated,Divorced,Blue
4920,49,M,Unknown,Single,Blue
4921,50,M,Graduate,Single,Blue
4922,57,M,High School,Single,Blue
4923,35,F,High School,Single,Blue
4924,52,F,Graduate,Single,Blue
4925,44,F,Unknown,Single,Blue
4926,54,M,High School,Married,Blue
4927,58,F,Graduate,Single,Blue
4928,57,M,Doctorate,Married,Blue
4929,50,M,Unknown,Married,Blue
4930,47,M,Doctorate,Single,Blue
4931,54,M,College,Single,Blue
4932,44,M,Unknown,Married,Blue
4933,45,M,Uneducated,Married,Silver
4934,48,F,Unknown,Divorced,Blue
4935,63,F,High School,Single,Blue
4936,36,F,High School,Married,Blue
4937,59,M,High School,Divorced,Blue
4938,44,F,Graduate,Married,Blue
4939,53,F,Post-Graduate,Married,Blue
4940,37,M,Unknown,Married,Blue
4941,38,M,Graduate,Married,Blue
4942,56,M,Unknown,Married,Blue
4943,48,F,College,Divorced,Blue
4944,36,F,College,Unknown,Blue
4945,59,M,High School,Married,Blue
4946,51,M,Graduate,Married,Blue
4947,48,M,College,Married,Blue
4948,61,F,College,Married,Blue
4949,59,F,Graduate,Single,Blue
4950,63,M,High School,Married,Blue
4951,41,M,Graduate,Single,Blue
4952,55,F,Graduate,Single,Blue
4953,40,F,Uneducated,Unknown,Silver
4954,50,F,Graduate,Single,Blue
4955,43,F,Graduate,Single,Blue
4956,49,M,Graduate,Single,Silver
4957,46,F,Graduate,Single,Blue
4958,37,M,Doctorate,Single,Silver
4959,51,M,Uneducated,Single,Blue
4960,37,M,College,Married,Blue
4961,56,F,College,Single,Blue
4962,34,M,Graduate,Married,Blue
4963,52,M,Graduate,Single,Blue
4964,30,F,Graduate,Single,Blue
4965,61,F,Doctorate,Married,Blue
4966,49,M,Uneducated,Married,Blue
4967,39,M,High School,Single,Blue
4968,50,M,Uneducated,Single,Blue
4969,34,F,High School,Married,Blue
4970,46,F,High School,Married,Blue
4971,44,M,Unknown,Married,Blue
4972,51,F,Graduate,Married,Blue
4973,44,M,Graduate,Married,Blue
4974,48,F,Unknown,Single,Blue
4975,40,M,High School,Unknown,Blue
4976,32,M,Unknown,Single,Blue
4977,57,M,Graduate,Single,Silver
4978,43,F,Unknown,Married,Blue
4979,42,F,Graduate,Married,Blue
4980,49,M,Uneducated,Married,Gold
4981,42,M,Graduate,Married,Blue
4982,45,M,College,Divorced,Blue
4983,43,M,Uneducated,Married,Blue
4984,43,M,Unknown,Unknown,Blue
4985,54,F,Graduate,Married,Blue
4986,50,F,Uneducated,Married,Blue
4987,39,F,Graduate,Married,Blue
4988,32,M,Graduate,Single,Blue
4989,43,F,Doctorate,Married,Blue
4990,55,F,College,Married,Blue
4991,44,M,Unknown,Married,Blue
4992,35,F,High School,Married,Blue
4993,32,F,Post-Graduate,Single,Blue
4994,41,F,Doctorate,Single,Blue
4995,49,M,Unknown,Married,Blue
4996,53,M,College,Single,Gold
4997,40,M,High School,Unknown,Blue
4998,47,F,Unknown,Single,Blue
4999,55,F,Unknown,Single,Blue
5000,38,M,Graduate,Married,Blue
5001,57,F,Graduate,Married,Blue
5002,48,M,High School,Married,Blue
5003,51,M,Post-Graduate,Unknown,Blue
5004,47,F,Graduate,Single,Blue
5005,52,F,Graduate,Married,Blue
5006,47,F,Post-Graduate,Divorced,Blue
5007,41,F,Uneducated,Married,Blue
5008,51,F,High School,Married,Blue
5009,31,M,Graduate,Divorced,Blue
5010,37,F,College,Single,Blue
5011,55,M,Graduate,Single,Silver
5012,57,F,Graduate,Married,Blue
5013,48,M,High School,Single,Blue
5014,40,F,Graduate,Single,Blue
5015,40,M,Uneducated,Divorced,Blue
5016,33,F,Graduate,Unknown,Blue
5017,57,F,High School,Single,Blue
5018,49,F,Uneducated,Married,Blue
5019,60,F,Uneducated,Single,Blue
5020,56,M,Unknown,Married,Blue
5021,50,M,Unknown,Divorced,Blue
5022,49,F,Uneducated,Married,Blue
5023,57,M,Graduate,Married,Blue
5024,41,M,Graduate,Married,Blue
5025,58,F,Uneducated,Married,Blue
5026,33,M,Post-Graduate,Married,Blue
5027,49,F,Graduate,Married,Blue
5028,47,M,College,Married,Blue
5029,48,M,Unknown,Married,Blue
5030,49,M,Unknown,Married,Blue
5031,33,F,College,Single,Silver
5032,49,M,Uneducated,Married,Blue
5033,46,M,Unknown,Divorced,Blue
5034,41,M,College,Married,Blue
5035,38,F,High School,Married,Blue
5036,42,F,Uneducated,Married,Blue
5037,41,M,Graduate,Married,Blue
5038,40,F,High School,Single,Blue
5039,45,F,College,Divorced,Blue
5040,51,F,Unknown,Married,Blue
5041,47,F,Graduate,Single,Blue
5042,46,F,Unknown,Unknown,Blue
5043,46,M,High School,Single,Blue
5044,39,F,Graduate,Single,Blue
5045,45,F,Unknown,Single,Blue
5046,36,M,Graduate,Single,Blue
5047,63,M,High School,Single,Blue
5048,47,F,Doctorate,Single,Blue
5049,48,F,Graduate,Divorced,Blue
5050,49,F,Graduate,Unknown,Blue
5051,43,F,Graduate,Married,Blue
5052,55,M,College,Single,Blue
5053,55,F,Graduate,Married,Silver
5054,57,F,College,Single,Blue
5055,40,M,Graduate,Married,Blue
5056,41,M,Graduate,Single,Blue
5057,43,F,Graduate,Divorced,Blue
5058,43,M,Graduate,Unknown,Blue
5059,65,M,High School,Single,Blue
5060,60,M,Unknown,Married,Blue
5061,67,F,Unknown,Married,Blue
5062,60,F,Uneducated,Divorced,Blue
5063,48,F,Post-Graduate,Divorced,Blue
5064,46,F,Graduate,Single,Blue
5065,40,F,Uneducated,Single,Silver
5066,44,M,Uneducated,Married,Blue
5067,37,M,Graduate,Single,Blue
5068,57,F,Unknown,Divorced,Blue
5069,52,M,Uneducated,Unknown,Blue
5070,49,F,Graduate,Unknown,Blue
5071,47,M,Uneducated,Divorced,Blue
5072,40,F,High School,Single,Blue
5073,47,M,Uneducated,Married,Blue
5074,41,M,Graduate,Married,Blue
5075,39,F,Unknown,Single,Blue
5076,57,F,Graduate,Single,Blue
5077,46,M,Graduate,Married,Blue
